track_name,track_id,track_uri,artist_name,album_name,album_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,popularity,release_date,genre
Come On In My Kitchen,7wmX9k2kWK3PrfBbTgOzZV,spotify:track:7wmX9k2kWK3PrfBbTgOzZV,Crooked Still,Shaken By A Low Sound,spotify:album:1MXfI5PVHDjkZJrlM9aFkp,0.629,0.218,6,-12.951,0,0.0555,0.71,0.123,0.103,0.235,142.736,spotify:track:7wmX9k2kWK3PrfBbTgOzZV,299213,4,28,2006-08,Folk
Infiltrate,5n71qHTwWmbYopWjTXuU3z,spotify:track:5n71qHTwWmbYopWjTXuU3z,Phlocalyst,Breakup,spotify:album:78A7EqSU92xHDKZy3JzJ8c,0.665,0.249,1,-12.285,0,0.125,0.316,0.926,0.126,0.177,82.009,spotify:track:5n71qHTwWmbYopWjTXuU3z,143446,4,29,2024-08,Hip-Hop/Rap
Vana,6r5Cyh4URoP8SnzgYwe4LP,spotify:track:6r5Cyh4URoP8SnzgYwe4LP,Vitico Flow,Vibe Cycle,spotify:album:38JT8w7YlH8HlJC5uzdf3O,0.669,0.795,2,-11.0,1,0.0355,0.131,0.813,0.137,0.325,126.098,spotify:track:6r5Cyh4URoP8SnzgYwe4LP,137038,4,23,2024-05,Worldwide
Lose Your Love (Dirty Projectors x Chromeo) - Chromeo Remix,6VLQWIRjq7UjmTaN3ra51Q,spotify:track:6VLQWIRjq7UjmTaN3ra51Q,Dirty Projectors,Lose Your Love (Dirty Projectors x Chromeo) [Chromeo Remix],spotify:album:6Y6YeVV1awYIyWDl8afa0f,0.835,0.785,8,-4.575,1,0.034,0.0988,0.000192,0.119,0.847,118.002,spotify:track:6VLQWIRjq7UjmTaN3ra51Q,222875,4,20,2020-10,Not Found
When I Wake Up,6TYaTUkuerVnw7neS9bpsY,spotify:track:6TYaTUkuerVnw7neS9bpsY,Iggy,When I Wake Up,spotify:album:4q0YaMUZW9at7ItLHFcB7c,0.663,0.628,5,-8.583,1,0.0776,0.454,0.00336,0.091,0.281,119.992,spotify:track:6TYaTUkuerVnw7neS9bpsY,175266,4,26,2016-03,Pop
Hopeless (feat. Indiana Massara),2QlZXJjIexAkiecVQY1ULQ,spotify:track:2QlZXJjIexAkiecVQY1ULQ,Illy,Hopeless (feat. Indiana Massara),spotify:album:29DTUQRmKtv8cUSeOw78qG,0.704,0.636,4,-5.111,1,0.0484,0.137,0.0,0.176,0.606,127.931,spotify:track:2QlZXJjIexAkiecVQY1ULQ,201850,4,24,2023-10,Hip-Hop/Rap
Reloaded,1uVubIhZXst2aDfGtoR6M5,spotify:track:1uVubIhZXst2aDfGtoR6M5,War Force,The Edge Of Insanity,spotify:album:4InuMy9NQVYVwoQvilzZuz,0.598,0.949,8,-5.332,1,0.169,0.0721,1.14e-05,0.625,0.148,154.946,spotify:track:1uVubIhZXst2aDfGtoR6M5,195093,3,23,2017-04,Dance
Soft Sheets,448KpXRMQlt96H09gkJpNW,spotify:track:448KpXRMQlt96H09gkJpNW,Miles Johanson,Violet Dreams,spotify:album:34udaWL7Kx5w8SakddKLvr,0.738,0.119,0,-21.638,1,0.0383,0.942,0.877,0.0941,0.323,96.855,spotify:track:448KpXRMQlt96H09gkJpNW,98973,4,26,2024-10,Jazz
Vibe 43,44zwOzoqAk9GhsoOhfLI2B,spotify:track:44zwOzoqAk9GhsoOhfLI2B,Marques Murrey,"Chai Tea Vibes LoFi, Vol. 5",spotify:album:6548d6mF8o3V02mijKkrsl,0.702,0.384,8,-7.292,1,0.0916,0.358,0.781,0.246,0.67,88.99,spotify:track:44zwOzoqAk9GhsoOhfLI2B,138469,4,24,2023-05,Hip-Hop/Rap
There´s A Whole Lot Of Loving,5ZYrnQZRxAQZW28pJtIDO2,spotify:track:5ZYrnQZRxAQZW28pJtIDO2,Guys 'n' Dolls,"Guys 'N Dolls, The Greatest Hits",spotify:album:6RAhvTgnJCLyleANO5Sgci,0.429,0.737,7,-9.522,1,0.0559,0.364,0.0,0.573,0.612,121.184,spotify:track:5ZYrnQZRxAQZW28pJtIDO2,193210,4,27,2011-07,Rock
Something Spanish,1GqvUarbvTagiwWzZ9DeOW,spotify:track:1GqvUarbvTagiwWzZ9DeOW,APRD,Something Spanish,spotify:album:6wbmPg1X45Vj8V5dKSJx4L,0.803,0.902,7,-5.053,0,0.0437,0.0427,0.428,0.146,0.612,127.012,spotify:track:1GqvUarbvTagiwWzZ9DeOW,183802,4,24,2023-03,Dance
My Foolish Ideas,3ImIRxRAmiorMNGsv0jM1i,spotify:track:3ImIRxRAmiorMNGsv0jM1i,Severin Sparkle Quartet,Summer Ends,spotify:album:3CSmb2pasCXRRW8SdNQu9l,0.816,0.232,6,-18.466,0,0.0418,0.947,0.879,0.107,0.434,137.901,spotify:track:3ImIRxRAmiorMNGsv0jM1i,125219,4,20,2024-09,Jazz
Untitled Visions,3j2pDRd8tiJiMgZ7RknuXu,spotify:track:3j2pDRd8tiJiMgZ7RknuXu,Monophonics,Untitled Visions,spotify:album:7tTFdS6eCjitmnXD8HqyUq,0.438,0.592,4,-7.106,1,0.0337,0.00016,0.307,0.504,0.294,91.25,spotify:track:3j2pDRd8tiJiMgZ7RknuXu,258104,4,27,2023-05,R&B/Soul
起來,2XxKomhYEp7syv4jt3j0EY,spotify:track:2XxKomhYEp7syv4jt3j0EY,Quarterback,起來,spotify:album:2F9LrAH6WfmfYLyrsIynAr,0.347,0.717,11,-7.891,1,0.0502,0.0638,0.00157,0.122,0.358,119.985,spotify:track:2XxKomhYEp7syv4jt3j0EY,317893,1,21,1999-08,Chinese Rock
Stars and Stripes,2jU9GbvIo4bHgKrePenWc9,spotify:track:2jU9GbvIo4bHgKrePenWc9,SOJA,Stars and Stripes,spotify:album:3fpPOgwyhMSbpmdsAdhetu,0.804,0.752,0,-7.163,1,0.0313,0.0189,1.08e-05,0.0971,0.785,108.975,spotify:track:2jU9GbvIo4bHgKrePenWc9,327013,4,25,2008-07,Reggae
Santa Claus Is Coming To Town,2wMVGNuU9jsmUDsOLfOeqi,spotify:track:2wMVGNuU9jsmUDsOLfOeqi,Ayọ,Noël ! Noël !! Noël !!!,spotify:album:2rdx6TO7cg7BLcqGFNzLU3,0.448,0.414,9,-10.414,1,0.0631,0.528,0.0,0.112,0.48,124.937,spotify:track:2wMVGNuU9jsmUDsOLfOeqi,178893,4,23,2011-01,Christmas: Rock
Teardrop - Mazaruni Dub One,73VmRvHBXVOerJiwvk7a9X,spotify:track:73VmRvHBXVOerJiwvk7a9X,Massive Attack,Mezzanine (Deluxe),spotify:album:0NDZWNHJ5ySx3YeFLbsdMe,0.657,0.554,9,-10.85,0,0.0561,0.142,0.774,0.112,0.644,153.943,spotify:track:73VmRvHBXVOerJiwvk7a9X,364898,4,25,2019-08,Hip-Hop/Rap
Universe,4J2aPhC2ODvSURePYP5DqE,spotify:track:4J2aPhC2ODvSURePYP5DqE,Edge Of Paradise,Universe,spotify:album:09IpPA2qwJeHgXj7l9P6gR,0.512,0.796,7,-7.495,0,0.0358,2.04e-05,0.76,0.175,0.228,125.121,spotify:track:4J2aPhC2ODvSURePYP5DqE,243026,4,22,2019-08,Metal
Teenage Dirtbag,1x3hMdLmld8YKbooEkjA0f,spotify:track:1x3hMdLmld8YKbooEkjA0f,Sander W.,Teenage Dirtbag,spotify:album:3VQhxssEGDwsIvrKD3E7AG,0.761,0.666,9,-7.372,1,0.0474,0.12,4.06e-06,0.0959,0.659,118.006,spotify:track:1x3hMdLmld8YKbooEkjA0f,174930,4,22,2018-03,Dance
オンリー,57gDekz23hjyGTLoX9eXvW,spotify:track:57gDekz23hjyGTLoX9eXvW,大原ゆい子,TVアニメ『無職転生 ～異世界行ったら本気だす～』Theme Song Collection,spotify:album:3IgFvQnfKKiFAxY985EyLD,0.565,0.812,9,-4.613,0,0.0431,0.00188,2.68e-05,0.149,0.68,150.105,spotify:track:57gDekz23hjyGTLoX9eXvW,230400,4,27,2021-12,Anime
Forever,3KdwBwW3hCp1tccheDUdU4,spotify:track:3KdwBwW3hCp1tccheDUdU4,Limelight Glow,Perspectives,spotify:album:3IrnM4TePjh3eadsqS6eq5,0.279,0.00607,4,-34.891,1,0.0479,0.994,0.873,0.0781,0.109,67.209,spotify:track:3KdwBwW3hCp1tccheDUdU4,80655,3,29,2021-07,Hip-Hop
No Rain,46ZQXqq2hnbyER4JJdcD1u,spotify:track:46ZQXqq2hnbyER4JJdcD1u,Della Mae,No Rain,spotify:album:6D5SHwk9iambazDxMy1GuF,0.438,0.505,9,-7.909,1,0.0378,0.588,0.0,0.102,0.433,162.527,spotify:track:46ZQXqq2hnbyER4JJdcD1u,203810,3,26,2024-01,Bluegrass
Plata,7fs4oQLEBy37BsYC1B1PtF,spotify:track:7fs4oQLEBy37BsYC1B1PtF,DJ JUGOLA,Giga Mix,spotify:album:2WnNHcwVdfdj0VGN1fWK8M,0.803,0.582,11,-16.449,0,0.0696,0.0971,0.885,0.0956,0.571,125.025,spotify:track:7fs4oQLEBy37BsYC1B1PtF,133139,4,23,2023-11,Not Found
月光,5dyQbbxqbrae7lowkMp07E,spotify:track:5dyQbbxqbrae7lowkMp07E,Nxmad诺曼德,致弥赛亚,spotify:album:40B4mRjwW4nsR0XmuhoOr7,0.59,0.729,9,-4.363,1,0.0573,0.00671,0.0,0.0996,0.0904,76.048,spotify:track:5dyQbbxqbrae7lowkMp07E,160000,4,22,2024-01,Hip-Hop
my nina,3EJk6O1407dNzd53RlRNnK,spotify:track:3EJk6O1407dNzd53RlRNnK,Baby Boat,my nina,spotify:album:4OP9eq1BQ7PZ8x0wnIbcPp,0.627,0.611,7,-7.082,1,0.0367,0.356,0.0,0.283,0.512,110.065,spotify:track:3EJk6O1407dNzd53RlRNnK,175142,4,25,2024-05,Hip-Hop/Rap
Alibi,4Gf0lz0QLodvGRqTDLnWQ6,spotify:track:4Gf0lz0QLodvGRqTDLnWQ6,Brasstracks,Welcome Back Era,spotify:album:41zEHhnIYYgnQdW9Si2YVf,0.756,0.543,5,-6.388,0,0.0556,0.0142,1.27e-05,0.0764,0.799,97.027,spotify:track:4Gf0lz0QLodvGRqTDLnWQ6,214769,4,20,2021-12,R&B/Soul
blindspot,1rju0XLSgmtqpjrrCJxsp4,spotify:track:1rju0XLSgmtqpjrrCJxsp4,Charlotte Sands,blindspot,spotify:album:5LXixqIRcSzjsHRQkGDooc,0.399,0.752,1,-2.879,1,0.0369,0.022,0.0,0.539,0.382,164.883,spotify:track:1rju0XLSgmtqpjrrCJxsp4,207636,4,27,2023-12,Rock
ㄦ子娃娃,6hzyP6wjMsMPBzF7jMZgEF,spotify:track:6hzyP6wjMsMPBzF7jMZgEF,那吾克熱-NW,ㄦ子娃娃,spotify:album:0K1lgMJcJaRLl8RM7BCoKT,0.729,0.961,10,-2.936,0,0.29,0.279,0.0,0.132,0.523,151.964,spotify:track:6hzyP6wjMsMPBzF7jMZgEF,145261,4,27,2019-02,Chinese Hip-Hop
Kapitel 17: Peter Pan,05R7uM3tHApEbtOZLAgOm9,spotify:track:05R7uM3tHApEbtOZLAgOm9,Peter Pan,Peter Pan (Hörspiel zum Disney Film),spotify:album:0mNC5nenDBZ6AeLAELRyNH,0.544,0.628,1,-10.397,1,0.933,0.839,0.000368,0.946,0.684,84.999,spotify:track:05R7uM3tHApEbtOZLAgOm9,182702,3,28,2023-02,Hörspiele
Hairline Fracture,4dMZ0ueUQch24tjzNuzjbg,spotify:track:4dMZ0ueUQch24tjzNuzjbg,Rise Against,Appeal To Reason,spotify:album:3smHEWBKoqDUFuJrV8BCg1,0.229,0.934,10,-3.489,1,0.0835,0.000321,5.11e-06,0.459,0.462,165.446,spotify:track:4dMZ0ueUQch24tjzNuzjbg,242560,4,24,2008-01,Rock
Hoofdprijs,3OUXd9PphHslb05yxnh0bE,spotify:track:3OUXd9PphHslb05yxnh0bE,Sevn Alias,OAKINN,spotify:album:0dvDsUpyPcNjOO7nTSRLZh,0.613,0.867,6,-5.211,0,0.212,0.516,6.35e-05,0.174,0.482,140.151,spotify:track:3OUXd9PphHslb05yxnh0bE,195854,4,25,2018-04,Hip-Hop/Rap
Walking in the Sand - Shangri Dub,2G456DcbWnzekKhNDiHrgJ,spotify:track:2G456DcbWnzekKhNDiHrgJ,Hollie Cook,Hollie Cook in Dub (Prince Fatty Presents),spotify:album:0WRN5cCzKxKNZbU9S4aRxF,0.673,0.627,9,-8.453,0,0.0406,0.00579,0.596,0.694,0.823,144.587,spotify:track:2G456DcbWnzekKhNDiHrgJ,188480,4,24,2012-04,Reggae
癢癢,32yAOppXfc414PVgRRouNL,spotify:track:32yAOppXfc414PVgRRouNL,831,顛倒世界,spotify:album:6g1P2zeHgi2I7iKLgjleKb,0.721,0.816,1,-4.423,0,0.135,0.048,0.0,0.0662,0.653,127.985,spotify:track:32yAOppXfc414PVgRRouNL,193436,4,29,2021-12,Mandopop
Let Go,5ckNABhKwBi2NpHLd3dwfR,spotify:track:5ckNABhKwBi2NpHLd3dwfR,Angelo Kelly,Irish Heart,spotify:album:3FUpO2Xhy2dsQqW8YbABXm,0.577,0.337,2,-9.678,1,0.0271,0.583,0.00445,0.0992,0.316,78.016,spotify:track:5ckNABhKwBi2NpHLd3dwfR,254760,4,26,2018-05,Pop
Hurt Me Now - VIP Mix,5tsbVnJIO1aRTOAHXL7Xnz,spotify:track:5tsbVnJIO1aRTOAHXL7Xnz,Skytech,Hurt Me Now (VIP Mix),spotify:album:3jX70qryHlFC9fk06hI5Xz,0.542,0.923,5,-5.345,0,0.073,0.0155,0.00103,0.339,0.0795,126.091,spotify:track:5tsbVnJIO1aRTOAHXL7Xnz,173452,4,20,2024-08,House
Winter Wonderland,31xvxmisQa19GDnlU824y9,spotify:track:31xvxmisQa19GDnlU824y9,Sutro Heights,hOMe for the Holidays,spotify:album:4fNaFBB1r1HrjH9f0Btoxk,0.7,0.601,1,-9.919,1,0.0442,0.0604,0.815,0.103,0.253,92.003,spotify:track:31xvxmisQa19GDnlU824y9,253960,4,20,2003-10,Electronic
Pistolet,7djahKGVk3WAHabiHWkMuN,spotify:track:7djahKGVk3WAHabiHWkMuN,BU$HI,Interlude,spotify:album:5q37iJqt6ONGqPnqS2Yzmh,0.752,0.804,6,-5.516,0,0.308,0.364,0.000125,0.134,0.485,94.55,spotify:track:7djahKGVk3WAHabiHWkMuN,124500,4,20,2022-12,Hip-Hop/Rap
The Vibes,3AxHQqOTKzdxSTPAtzHlng,spotify:track:3AxHQqOTKzdxSTPAtzHlng,Oracle Sisters,Paris I,spotify:album:1y4yU8Ow6tr3b8yJpCa8GH,0.781,0.569,4,-7.959,1,0.0305,0.487,0.567,0.113,0.937,103.036,spotify:track:3AxHQqOTKzdxSTPAtzHlng,288932,4,29,2020-07,Rock
The Body,0YbvjDVsEYEASJI8gS9UJ3,spotify:track:0YbvjDVsEYEASJI8gS9UJ3,Bad Wolves,The Body,spotify:album:0EvhA9EF2gjiTAdQyubBfP,0.488,0.907,8,-4.65,1,0.0922,0.000151,0.0211,0.307,0.296,115.023,spotify:track:0YbvjDVsEYEASJI8gS9UJ3,231666,4,29,2022-07,Metal
Barberskum,3rbjCAUy5sS4w1e7COf7ta,spotify:track:3rbjCAUy5sS4w1e7COf7ta,Sonnenkind,Barberskum,spotify:album:22BijGWvF1cPlzDwh6gmGV,0.746,0.487,10,-13.832,1,0.065,0.772,0.929,0.11,0.125,126.008,spotify:track:3rbjCAUy5sS4w1e7COf7ta,374285,4,21,2021-11,Techno
夜長夢多,3sMifG8CviClPlX2ke1P5u,spotify:track:3sMifG8CviClPlX2ke1P5u,蛙池,蛙池 2020-2021,spotify:album:250JODFObFGpfsuIvnE2sy,0.613,0.54,7,-6.772,1,0.0259,0.0228,0.0101,0.082,0.172,123.034,spotify:track:3sMifG8CviClPlX2ke1P5u,464706,4,27,2023-09,Rock
Cumbia Sampuesana - En Vivo,1E3I4wWDtGbw3pYZVcyAEX,spotify:track:1E3I4wWDtGbw3pYZVcyAEX,Pesado,Directo 93-13 (En Vivo/20 Aniversario/Vol.1),spotify:album:0OoRd49fYSZCRieceLUBil,0.496,0.907,2,-5.934,1,0.0733,0.00223,0.335,0.639,0.533,107.405,spotify:track:1E3I4wWDtGbw3pYZVcyAEX,54200,4,28,2014-08,Latin
American Tuna,0RdHYkizMgrcmfWnHpAsqG,spotify:track:0RdHYkizMgrcmfWnHpAsqG,Little Comets,American Tuna,spotify:album:6l2uael8Px7We55Ir6cQiD,0.63,0.618,1,-12.342,0,0.0592,0.0201,2.74e-05,0.241,0.655,86.691,spotify:track:0RdHYkizMgrcmfWnHpAsqG,227693,4,22,2019-04,Alternative
In My Hands,3a9LbxAd7NL2bedNDyNNnw,spotify:track:3a9LbxAd7NL2bedNDyNNnw,Zero 9:36,In My Hands,spotify:album:4IDJK46pVCKNFQ15ZCWQeA,0.237,0.89,0,-4.214,0,0.223,0.00098,0.0,0.0727,0.49,196.218,spotify:track:3a9LbxAd7NL2bedNDyNNnw,165068,4,25,2020-12,Rock
upward rain,3XfhYnprvuntsdEUFXTvP5,spotify:track:3XfhYnprvuntsdEUFXTvP5,unknown self,Lonely Night,spotify:album:2epvi4dOVnsH61E06amIVd,0.337,0.127,1,-24.527,0,0.0332,0.846,0.845,0.0943,0.0381,66.97,spotify:track:3XfhYnprvuntsdEUFXTvP5,138805,4,27,2024-02,Instrumental
Mystery Babylon - Previously Unreleased Version of Babylon Queendom,5L3Xsu9mgIhcTn86T5Nui0,spotify:track:5L3Xsu9mgIhcTn86T5Nui0,Peter Tosh,Scrolls Of The Prophet: The Best Of Peter Tosh,spotify:album:7BQBbxDL9BYJYfvpolIUKw,0.737,0.817,3,-6.766,1,0.0367,0.0812,0.0,0.0282,0.963,137.25,spotify:track:5L3Xsu9mgIhcTn86T5Nui0,210373,4,23,1999-05,Reggae
Mask Off (feat. Kendrick Lamar) - Remix,1fmDKfeOAVy924OhthCLYP,spotify:track:1fmDKfeOAVy924OhthCLYP,Future,Mask Off (feat. Kendrick Lamar) [Remix],spotify:album:2CVmHVZzwrW8Vm6ie71r4l,0.701,0.424,2,-11.98,1,0.39,0.00451,0.00827,0.483,0.199,149.991,spotify:track:1fmDKfeOAVy924OhthCLYP,257560,4,26,2017-05,Hip-Hop/Rap
"24 Tage im Weihnachtszirkus - Tür 22, Teil 3",20KFJslmwcVRxPvfacC1Yg,spotify:track:20KFJslmwcVRxPvfacC1Yg,Die drei ??? Kids,Adventskalender - 24 Tage im Weihnachtszirkus,spotify:album:0tuslnSb2vi63lqnROhlSl,0.529,0.87,7,-14.278,1,0.951,0.647,0.0,0.41,0.287,84.684,spotify:track:20KFJslmwcVRxPvfacC1Yg,129772,3,25,2019-09,Not Found
Mein Esel soll zur Mühle gehen,7oXsSoRvmtcdoG9BV3Wt1m,spotify:track:7oXsSoRvmtcdoG9BV3Wt1m,Simone Sommerland,Die 30 besten traditionellen Kinderlieder 2,spotify:album:5mXzHNG81xOuT1Tqc4gVEQ,0.953,0.48,3,-8.025,1,0.0629,0.783,0.00242,0.0882,0.981,127.078,spotify:track:7oXsSoRvmtcdoG9BV3Wt1m,120522,4,20,2016-09,Children's Music
My Love - Live,3satuuNoRunYgwBPM2tCEA,spotify:track:3satuuNoRunYgwBPM2tCEA,Céline Dion,My Love Essential Collection,spotify:album:41IwxoZoITRNmQheABRtwc,0.323,0.386,8,-10.45,1,0.0577,0.571,1.47e-05,0.97,0.138,141.205,spotify:track:3satuuNoRunYgwBPM2tCEA,305493,4,24,2008-10,Pop
Mr. Money Man,4oYPubtdODYgLkifwBeoxY,spotify:track:4oYPubtdODYgLkifwBeoxY,Rod Taylor,Mr. Money Man,spotify:album:3w2abDuFRKJ0nYu70sol8R,0.935,0.755,5,-7.041,0,0.039,0.2,1.18e-05,0.33,0.978,139.987,spotify:track:4oYPubtdODYgLkifwBeoxY,190000,4,21,2018-10,Reggae
Loodgieter,6WVFxxTkBCQkRsltBoYnqL,spotify:track:6WVFxxTkBCQkRsltBoYnqL,Frsh,"Bloed, Zweet & Champagne",spotify:album:4d7gXDIF3njovDuMlB6GfS,0.733,0.673,7,-5.32,1,0.201,0.0192,4.78e-05,0.137,0.339,79.991,spotify:track:6WVFxxTkBCQkRsltBoYnqL,158000,4,28,2021-08,Hip-Hop/Rap
Holy Water,2sO8p6PI8MN0XdgbqJY5Pw,spotify:track:2sO8p6PI8MN0XdgbqJY5Pw,Jimmy Dooley,Church Stuff,spotify:album:2jBUkZ3mp83AOgWYeyHxIJ,0.536,0.691,2,-8.756,1,0.0666,0.0386,0.0,0.231,0.544,80.992,spotify:track:2sO8p6PI8MN0XdgbqJY5Pw,223250,4,24,2020-05,Christian
One And One Is One,3bxeNacKQ3l8Sa0aVk4qI6,spotify:track:3bxeNacKQ3l8Sa0aVk4qI6,Medicine Head,Number Ones - 70s Rock,spotify:album:2vkjKyZ1XaMq2dd63skYDr,0.896,0.502,4,-12.92,1,0.0685,0.0498,0.364,0.0614,0.987,124.989,spotify:track:3bxeNacKQ3l8Sa0aVk4qI6,209160,4,20,2007-01,Rock
Winter Train,7pfDh2OIef4lqt3MyFOFnQ,spotify:track:7pfDh2OIef4lqt3MyFOFnQ,DeKobe,Balisa,spotify:album:42oOkFnG5CXnsZ2oGrAh7a,0.784,0.331,6,-9.585,0,0.0471,0.187,0.869,0.0712,0.961,89.005,spotify:track:7pfDh2OIef4lqt3MyFOFnQ,142935,4,23,2016-02,Hip-Hop/Rap
81 - Geheimnis im Spukhotel - Teil 23,56bYsgF9aik6YLGjRQVzy3,spotify:track:56bYsgF9aik6YLGjRQVzy3,Die drei !!!,Folge 81: Geheimnis im Spukhotel,spotify:album:6JZmsJOFeOkn683w1Qzdj3,0.673,0.582,1,-10.556,1,0.475,0.0729,0.0,0.066,0.431,89.954,spotify:track:56bYsgF9aik6YLGjRQVzy3,241680,4,29,2022-12,Spoken Word
Tango Cubano,1IYXcXvNIX2LxHcjuJRm1E,spotify:track:1IYXcXvNIX2LxHcjuJRm1E,John Rowcroft,Cheeky Vintage,spotify:album:3km2hszttN117HHQAkmqcD,0.886,0.523,5,-7.666,1,0.0389,0.714,0.00895,0.0996,0.968,127.924,spotify:track:1IYXcXvNIX2LxHcjuJRm1E,136987,4,20,2011-12,Soundtrack
How To Raise A Child - Original Broadway Cast Recording,4W9A61dP0BMxzXpbz30HBG,spotify:track:4W9A61dP0BMxzXpbz30HBG,Alice Playten,Seussical,spotify:album:1O4Z2W8WXk6eoeAIQy67Ze,0.52,0.247,2,-12.209,1,0.278,0.802,0.0,0.569,0.65,69.073,spotify:track:4W9A61dP0BMxzXpbz30HBG,39148,4,24,2001-01,Soundtrack
Clouds,5fr0ocIee7TpDCRWaK0002,spotify:track:5fr0ocIee7TpDCRWaK0002,Pastel Ghost,Abyss,spotify:album:0RItfbXPf5eDzwdsgK9rKV,0.537,0.929,10,-5.927,0,0.0318,0.000682,0.964,0.159,0.161,102.993,spotify:track:5fr0ocIee7TpDCRWaK0002,247000,4,23,2015-03,Electronic
Get Out,6fiTQbj9Ku8E3AvW3epoKt,spotify:track:6fiTQbj9Ku8E3AvW3epoKt,Mob Entertainment,Poppy Playtime Ch. 3 (Original Game Soundtrack),spotify:album:0INZs0R4xWem1u4aRA4MOf,0.465,0.423,7,-11.581,1,0.106,0.727,0.118,0.377,0.319,77.556,spotify:track:6fiTQbj9Ku8E3AvW3epoKt,55416,4,20,2024-01,Soundtrack
I've Seen That Face Before (Libertango),1zBtZ9AVeU48TWcO0sM6Ei,spotify:track:1zBtZ9AVeU48TWcO0sM6Ei,Grace Jones,Private Life: The Compass Point Sessions,spotify:album:4UEvfbWLPms6KlEVr8USjf,0.809,0.669,9,-7.748,0,0.0403,0.000603,0.193,0.0634,0.96,132.994,spotify:track:1zBtZ9AVeU48TWcO0sM6Ei,269573,4,29,1998-01,Soundtrack
"Go Solo (From the Original Soundtrack ""Honig im Kopf"")",2Em3KYYLyG4f4JHmV7bs1k,spotify:track:2Em3KYYLyG4f4JHmV7bs1k,Tom Rosenthal,Go Solo,spotify:album:7minBeEwQKhJrRAN9JTVHZ,0.399,0.0884,1,-12.974,1,0.0413,0.985,0.0609,0.109,0.161,76.996,spotify:track:2Em3KYYLyG4f4JHmV7bs1k,143040,4,22,2014-12,Not Found
Siento Bonito,2OgUPJbMcsDD27fDQ0bzVI,spotify:track:2OgUPJbMcsDD27fDQ0bzVI,Juan Miguel,Siento Bonito,spotify:album:1jO4jGDIWupTOl3wO0KtfE,0.664,0.917,0,-4.751,1,0.0545,0.185,0.0,0.27,0.758,96.986,spotify:track:2OgUPJbMcsDD27fDQ0bzVI,224653,4,23,2015-03,Urbano latino
071 - Tatort Trampolin - Teil 34,5jbh6r6A4qayxMBy8H2Dpt,spotify:track:5jbh6r6A4qayxMBy8H2Dpt,Die drei ??? Kids,071/Tatort Trampolin,spotify:album:1RrOzTtLYceG05edrb7YNQ,0.496,0.973,11,-7.119,0,0.596,0.29,0.0,0.305,0.139,118.555,spotify:track:5jbh6r6A4qayxMBy8H2Dpt,124826,4,29,2019-07,Not Found
Preserved Roses - Cover,7MoWkM8eTZg8Fytw1SP9Mf,spotify:track:7MoWkM8eTZg8Fytw1SP9Mf,Roselia,バンドリ！ ガールズバンドパーティ！ カバーコレクションVol.7,spotify:album:6j2PMTXhJ51LhhHcmqTwck,0.481,0.978,6,-4.205,1,0.125,0.00224,0.0,0.314,0.728,167.072,spotify:track:7MoWkM8eTZg8Fytw1SP9Mf,210633,3,20,2022-12,Anime
Right Here,400w3TrsbHNMZ2q5rNiFU2,spotify:track:400w3TrsbHNMZ2q5rNiFU2,Mada,Right Here,spotify:album:6wi79s5eq7xSUHIRmNzka1,0.596,0.722,11,-10.477,1,0.0426,0.104,0.512,0.109,0.0885,112.003,spotify:track:400w3TrsbHNMZ2q5rNiFU2,222857,4,26,2020-07,Alternative
Daydreaming - Sgt Slick Remix,1FCBtlxyee0yiZn0EnxtTk,spotify:track:1FCBtlxyee0yiZn0EnxtTk,Young Franco,Daydreaming (Sgt Slick Remix),spotify:album:0pb2S4bdo6TTYa1cYGSsT6,0.718,0.9,4,-6.497,0,0.0756,0.014,0.0746,0.0934,0.799,122.012,spotify:track:1FCBtlxyee0yiZn0EnxtTk,184497,4,29,2023-11,Electronic
Vagues de l'océan,322na8fKFbnu3wr0vtcBeA,spotify:track:322na8fKFbnu3wr0vtcBeA,Zen Ambiance D'eau Calme,"Vagues de l'océan de détente - Thérapie par le bruit blanc, La mèthode pour soulager les acouphènes",spotify:album:0PoGo8Ki8wkvWdMzPDmgNH,0.0808,0.995,6,-23.087,1,0.0516,0.538,0.917,0.335,1e-05,83.26,spotify:track:322na8fKFbnu3wr0vtcBeA,227200,3,23,2018-10,New Age
Sisters Unarmed,1kwmjL8PCe0XNdyU0NOWQ7,spotify:track:1kwmjL8PCe0XNdyU0NOWQ7,79.5,Predictions,spotify:album:0qWXzm79bgbNGIq2VPBML7,0.562,0.615,9,-11.069,0,0.0417,0.184,0.026,0.183,0.437,92.086,spotify:track:1kwmjL8PCe0XNdyU0NOWQ7,256207,4,21,2018-09,R&B/Soul
Dog in the Alps,4IuwhXFeSMTtFgIdp5z7Oi,spotify:track:4IuwhXFeSMTtFgIdp5z7Oi,Pet Music by Lullify,Dog Park Blues,spotify:album:5dXmHf4u0hC7PBv0DEraUL,0.457,0.153,4,-27.492,0,0.0354,0.786,0.896,0.144,0.0441,79.997,spotify:track:4IuwhXFeSMTtFgIdp5z7Oi,105613,4,20,2023-04,New Age
