track_name,track_id,track_uri,artist_name,album_name,album_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,popularity,release_date,genre
The Times They Are A-Changin',3sO5oZ9NLbAlU6h1qVCPJq,spotify:track:3sO5oZ9NLbAlU6h1qVCPJq,Simon & Garfunkel,"Wednesday Morning, 3 A.M.",spotify:album:5pnJrocLlZ3FWEbcr2PTz0,0.393,0.416,5,-11.702,1,0.0301,0.273,0.0,0.237,0.625,173.509,spotify:track:3sO5oZ9NLbAlU6h1qVCPJq,170200,3,40,1964-10,Singer/Songwriter
Jazzy Mondays,3AAahZu2L1Lbujjl2lnBJo,spotify:track:3AAahZu2L1Lbujjl2lnBJo,Zmeyev,Jazzy Mondays,spotify:album:3y7HEsjgwOJDJIsgb9jlBS,0.75,0.471,11,-7.96,1,0.141,0.0651,0.826,0.114,0.765,81.05,spotify:track:3AAahZu2L1Lbujjl2lnBJo,130369,4,45,2024-07,Hip-Hop/Rap
Ya Salame,0EDSU9JYeKABA14OcOuM7b,spotify:track:0EDSU9JYeKABA14OcOuM7b,Luciano,Ya Salame,spotify:album:6eih3pFCfHSVfo7rIzOrfu,0.714,0.817,1,-3.987,0,0.435,0.275,0.0,0.14,0.408,174.1,spotify:track:0EDSU9JYeKABA14OcOuM7b,170200,4,40,2019-03,Hip-Hop/Rap
Repetto X Mosaert,7k2ttbuM21CZgvP8J2LB8v,spotify:track:7k2ttbuM21CZgvP8J2LB8v,Stromae,Repetto X Mosaert,spotify:album:3FyjLDjrFcbvGGZRpoGrKX,0.73,0.493,2,-9.234,0,0.0305,0.204,0.916,0.36,0.209,112.508,spotify:track:7k2ttbuM21CZgvP8J2LB8v,212037,4,46,2017-03,Pop
Lessons - Remix,3k6Eu5Gq7PM7krNbCqkQUs,spotify:track:3k6Eu5Gq7PM7krNbCqkQUs,Eric Roberson,Lessons (Remix),spotify:album:78IsczI1FMVEkgbynVBvHl,0.626,0.49,7,-7.611,1,0.0797,0.146,0.0,0.239,0.515,65.917,spotify:track:3k6Eu5Gq7PM7krNbCqkQUs,397247,4,40,2021-10,R&B/Soul
Invisible Me,1J54TjMEUE01G7trDlIU3h,spotify:track:1J54TjMEUE01G7trDlIU3h,Zoe Rei,Invisible Me,spotify:album:5QAMdfV1T3X7eRhgkWv711,0.487,0.214,0,-15.005,1,0.0321,0.89,0.912,0.117,0.0672,118.107,spotify:track:1J54TjMEUE01G7trDlIU3h,235827,4,40,2023-09,Jazz
no worriezz,1cOQS9uGWr6LzyeL9f1J4T,spotify:track:1cOQS9uGWr6LzyeL9f1J4T,uniqlesse,no worriezz,spotify:album:1EqH35TFaYcbVsqicNh55p,0.668,0.648,1,-6.316,1,0.107,0.592,0.837,0.0889,0.411,169.911,spotify:track:1cOQS9uGWr6LzyeL9f1J4T,150058,4,41,2022-06,Hip-Hop/Rap
"Prince Ali (From ""Aladdin"") - Sleepy",497C2CeLEJFXADujZTg7qr,spotify:track:497C2CeLEJFXADujZTg7qr,Slumbering Tapes,Disney Piano Lullabies,spotify:album:09IBWsYbtxjL0mEFbuiXCv,0.534,0.154,11,-22.946,1,0.0621,0.947,0.961,0.113,0.266,145.269,spotify:track:497C2CeLEJFXADujZTg7qr,63828,4,40,2023-03,Disney
Lost in Your Eyes,10UuAnxcgOAxFpIU8FIo6a,spotify:track:10UuAnxcgOAxFpIU8FIo6a,Gillian Spencer Trio,Lost in Your Eyes,spotify:album:028GLMoConGrx3IUxzdTBI,0.422,0.156,4,-21.552,1,0.0321,0.781,0.0769,0.0925,0.191,98.845,spotify:track:10UuAnxcgOAxFpIU8FIo6a,210902,4,48,2024-06,Jazz
Follow Me (Nobody Listens To Techno),7IlpTSHwOrnNCsBg7aTJSz,spotify:track:7IlpTSHwOrnNCsBg7aTJSz,Sunset Bros,Follow Me (Nobody Listens To Techno),spotify:album:1dB8M1580MSrjCRQDWIQ8m,0.669,0.969,10,-2.425,1,0.0548,0.0641,0.00127,0.0877,0.806,136.046,spotify:track:7IlpTSHwOrnNCsBg7aTJSz,150000,4,46,2022-07,Dance
24/5,1A6gT680oQr98VtDkNzys7,spotify:track:1A6gT680oQr98VtDkNzys7,Mimi Webb,24/5,spotify:album:263g4l4u6u115I2ISnMkQP,0.559,0.763,0,-4.16,1,0.105,0.403,0.0,0.127,0.349,91.069,spotify:track:1A6gT680oQr98VtDkNzys7,158220,4,43,2021-09,Pop
Johnny G (The Guidetti Song) (feat. Frida Green),4h3pqTNfE8TPLP5SWZjoU6,spotify:track:4h3pqTNfE8TPLP5SWZjoU6,Badpojken,Johnny G (The Guidetti Song) (feat. Frida Green),spotify:album:2cm0ONi0cMfaGe9tOxzA3U,0.655,0.715,3,-5.394,0,0.0307,0.0438,0.00512,0.281,0.289,127.978,spotify:track:4h3pqTNfE8TPLP5SWZjoU6,192304,4,40,2015-08,Not Found
Good Times Roll - 2016 Remaster,0nFKHCf1Ibij8m370l2KlZ,spotify:track:0nFKHCf1Ibij8m370l2KlZ,The Cars,The Elektra Years 1978 - 1987,spotify:album:5cGElNWN4q4dT9EtVsf3mZ,0.631,0.689,4,-8.358,1,0.0284,0.0731,0.000357,0.102,0.645,107.667,spotify:track:0nFKHCf1Ibij8m370l2KlZ,225226,4,45,2016-03,Not Found
What room you in?,0aq8Ox33II1IE0fubT3YDe,spotify:track:0aq8Ox33II1IE0fubT3YDe,Ornette Haynes,What room you in?,spotify:album:2pJzyAeVLq0Ms0xA258gHE,0.43,0.197,7,-17.149,0,0.036,0.961,0.31,0.211,0.208,62.473,spotify:track:0aq8Ox33II1IE0fubT3YDe,197484,4,41,2023-07,Jazz
Hell of a Holiday,04ljVdZAfCyB0REJQ9fcmk,spotify:track:04ljVdZAfCyB0REJQ9fcmk,Pistol Annies,Hell of a Holiday,spotify:album:0xsa9tFddApdX5wlHtKROP,0.581,0.74,7,-6.638,1,0.0541,0.309,4.18e-05,0.216,0.68,99.563,spotify:track:04ljVdZAfCyB0REJQ9fcmk,175000,4,45,2021-10,Country
Find The Light Behind The Clouds,6lO855y2athPU69GEgmFnV,spotify:track:6lO855y2athPU69GEgmFnV,Muriël Bostdorp,Find The Light Behind The Clouds,spotify:album:3nfBykXL4VSjn141KAOKQq,0.392,0.0374,9,-26.862,0,0.0455,0.993,0.936,0.0815,0.304,94.23,spotify:track:6lO855y2athPU69GEgmFnV,139884,4,48,2024-03,Rock
PON DE REPLAY - HARDSTYLE,6OXPENJXCKX2Jb60Vx14gR,spotify:track:6OXPENJXCKX2Jb60Vx14gR,POSEIDON,PON DE REPLAY - HARDSTYLE,spotify:album:6C7vgcYgda4uOUh0IOQvo8,0.59,0.92,6,-2.426,0,0.246,0.0148,0.0,0.213,0.692,140.426,spotify:track:6OXPENJXCKX2Jb60Vx14gR,110142,4,46,2022-09,Electronic
Get Up,5PEZJMU4xfiSNwT26JhHnL,spotify:track:5PEZJMU4xfiSNwT26JhHnL,Chinese Man,Racing With the Sun,spotify:album:6ByWLMSNNzkCTdZGGwqPUK,0.766,0.687,9,-6.576,0,0.174,0.249,0.0,0.213,0.513,99.051,spotify:track:5PEZJMU4xfiSNwT26JhHnL,240773,4,43,2011-04,Standup Comedy
How Far Will I Go,5DbaHzbL6yNvDweTMwDsjE,spotify:track:5DbaHzbL6yNvDweTMwDsjE,Tim Raymond,How Far Will I Go,spotify:album:01dPukYevifXCAoCg1iLP3,0.754,0.16,4,-12.939,1,0.0785,0.98,0.938,0.0975,0.34,96.083,spotify:track:5DbaHzbL6yNvDweTMwDsjE,250971,4,43,2019-06,Pop
El Tiempo Pasa,0yNEQE6MbFGVgah2XFlaQF,spotify:track:0yNEQE6MbFGVgah2XFlaQF,Farruko,El Tiempo Pasa,spotify:album:2SRbS3joBmtvFWBF8ES8hS,0.667,0.73,7,-4.496,1,0.0411,0.188,0.00022,0.684,0.753,140.103,spotify:track:0yNEQE6MbFGVgah2XFlaQF,188066,4,42,2020-04,Urbano latino
Póngase buena,1nbweyoiAQn83WFXEPnd0a,spotify:track:1nbweyoiAQn83WFXEPnd0a,Alan Ramirez,Póngase buena,spotify:album:6xgexYPZCU7yksDCuVmYfh,0.553,0.567,2,-4.735,0,0.0489,0.517,0.0,0.145,0.657,83.292,spotify:track:1nbweyoiAQn83WFXEPnd0a,167878,4,40,2022-09,Música Mexicana
Talk No More,0TBI2aZeFxIIsmvKiptYey,spotify:track:0TBI2aZeFxIIsmvKiptYey,Don Toliver,Donny Womack,spotify:album:2VubyYz7rZ5Z68IJ3CjwNf,0.921,0.517,5,-6.511,1,0.198,0.401,0.0,0.19,0.391,130.033,spotify:track:0TBI2aZeFxIIsmvKiptYey,210778,4,42,2018-08,Hip-Hop/Rap
好久不見,1qjkBEqOHZoT95xhEKISLZ,spotify:track:1qjkBEqOHZoT95xhEKISLZ,Jay Chou,跨時代,spotify:album:7oz7WhrdSfsC3GkAUPOzgL,0.759,0.539,0,-7.488,1,0.026,0.273,0.000102,0.104,0.675,102.001,spotify:track:1qjkBEqOHZoT95xhEKISLZ,252453,4,40,2010-05,Mandopop
Weißer Rauch,3DnqyErJfzXu1AUyeC0Ny5,spotify:track:3DnqyErJfzXu1AUyeC0Ny5,Lance Butters,BLAOW,spotify:album:4xVpmg6vNJe9EFFhdpRi4H,0.611,0.642,7,-7.367,1,0.473,0.0696,0.0,0.102,0.646,91.656,spotify:track:3DnqyErJfzXu1AUyeC0Ny5,234080,4,40,2015-05,Hip-Hop/Rap
Shut up My Moms Calling,7KBllvfHsFGXqiTR8RQd4M,spotify:track:7KBllvfHsFGXqiTR8RQd4M,Hotel Ugly,Shut up My Moms Calling (Sped up),spotify:album:0h2GcVhEPwh1mrRg3MSa3A,0.504,0.396,9,-11.052,0,0.0903,0.286,0.0,0.135,0.457,139.809,spotify:track:7KBllvfHsFGXqiTR8RQd4M,164597,4,43,2022-09,Neo-Soul
2 Saisons,1qu7NrMm3Cnxiu4ONHSNAP,spotify:track:1qu7NrMm3Cnxiu4ONHSNAP,BU$HI,Bushi Tape 3,spotify:album:2q69Frs1buRGe6sCAoeDlf,0.743,0.574,7,-10.477,1,0.18,0.457,0.000155,0.1,0.27,92.002,spotify:track:1qu7NrMm3Cnxiu4ONHSNAP,194573,4,42,2024-03,Hip-Hop/Rap
Terremoto,0sL7klqtKTaMVVC3CCXwRv,spotify:track:0sL7klqtKTaMVVC3CCXwRv,Chemical Surf,Terremoto EP,spotify:album:0aJooEPl35trvbDJxdFEj4,0.771,0.841,3,-7.512,0,0.0444,0.0147,0.585,0.0948,0.235,124.004,spotify:track:0sL7klqtKTaMVVC3CCXwRv,165519,4,43,2020-04,Dance
A Perfectly Good Heart,0YgHuReCSPwTXYny7isLja,spotify:track:0YgHuReCSPwTXYny7isLja,Taylor Swift,Taylor Swift (Deluxe Edition),spotify:album:5eyZZoQEFQWRHkV2xgAeBw,0.483,0.751,4,-5.726,1,0.0365,0.00349,0.0,0.128,0.268,156.092,spotify:track:0YgHuReCSPwTXYny7isLja,220146,4,49,2006-10,Country
Lonely Nights,4VVVtCUR4ObJggbCCVAQTx,spotify:track:4VVVtCUR4ObJggbCCVAQTx,Monomy,Lonely Nights,spotify:album:6NkYidAihjIStrFPXvORV8,0.786,0.636,5,-9.359,0,0.0423,0.564,0.542,0.124,0.116,105.997,spotify:track:4VVVtCUR4ObJggbCCVAQTx,151698,4,42,2023-12,Dance
Shards,06djq5wohrG47TNFMVm9rv,spotify:track:06djq5wohrG47TNFMVm9rv,Nectry,Leave Your Memories Behind,spotify:album:3jzpsBUHS0r7yn7PgKMvlS,0.278,0.0726,8,-29.235,1,0.0317,0.934,0.813,0.0868,0.0769,61.604,spotify:track:06djq5wohrG47TNFMVm9rv,143483,3,41,2023-01,Ambient
Am I Wrong,6VJA5XMWwvxB3tgL8fJ6VB,spotify:track:6VJA5XMWwvxB3tgL8fJ6VB,Camila Cabello,Cinderella (Soundtrack from the Amazon Original Movie),spotify:album:1zrMpRxr8tOAW75p4PrzHV,0.693,0.656,3,-6.876,1,0.146,0.418,0.0,0.215,0.686,120.152,spotify:track:6VJA5XMWwvxB3tgL8fJ6VB,203424,4,44,2021-09,Soundtrack
En Que Trabaja El Muchacho,2mQ0j9CdvOdKaDp2UdJbZ4,spotify:track:2mQ0j9CdvOdKaDp2UdJbZ4,Los Huracanes del Norte,En Que Trabaja El Muchacho,spotify:album:78sB90ztB36qs1CQuAerxB,0.821,0.737,7,-3.043,1,0.0538,0.513,5.74e-05,0.0547,0.901,111.405,spotify:track:2mQ0j9CdvOdKaDp2UdJbZ4,122618,1,49,2015-02,Música Mexicana
familiar places,7D1Mpqf2bsb3NOrdIFt520,spotify:track:7D1Mpqf2bsb3NOrdIFt520,ist,familiar places,spotify:album:3iftoiFjkYINxJc16N78xb,0.245,0.0193,2,-31.665,1,0.041,0.904,0.953,0.0812,0.0397,80.378,spotify:track:7D1Mpqf2bsb3NOrdIFt520,135000,4,40,2024-09,Alternative
Stay,7ypVQ8EasJV4MwluQlrA75,spotify:track:7ypVQ8EasJV4MwluQlrA75,RIVERO,Stay,spotify:album:5j6EKUziORdUyukkOrQDmp,0.563,0.945,1,-3.353,1,0.0602,0.000897,0.181,0.446,0.175,128.015,spotify:track:7ypVQ8EasJV4MwluQlrA75,153645,4,42,2024-09,Dance
If We Make It Through December,4sTlOOWxFx5dR7SZmi7S79,spotify:track:4sTlOOWxFx5dR7SZmi7S79,Merle Haggard,Hag's Christmas,spotify:album:1zV3LT0oE6DW2BWnrNOXf8,0.741,0.29,0,-14.311,1,0.0381,0.716,6.08e-05,0.276,0.596,95.074,spotify:track:4sTlOOWxFx5dR7SZmi7S79,163733,4,46,2007-01,Country
Beauty and the Beast - Arr. for Piano,4sJeopUDq4fJlZdEsc4X4t,spotify:track:4sJeopUDq4fJlZdEsc4X4t,Andy Tallent,Wishes,spotify:album:6xKXm7niUqKAWW6EbrHf23,0.409,0.102,5,-21.574,1,0.0511,0.993,0.946,0.109,0.185,137.507,spotify:track:4sJeopUDq4fJlZdEsc4X4t,212495,4,47,2020-07,Soundtrack
19 No Covid,4ej7P1l29sUYMwX8mgFuRF,spotify:track:4ej7P1l29sUYMwX8mgFuRF,menace Santana,Freestyle Covid Part. 3,spotify:album:6Le7rT0dAcjSQZbpMshp86,0.649,0.359,0,-12.251,1,0.498,0.254,0.0941,0.123,0.397,97.365,spotify:track:4ej7P1l29sUYMwX8mgFuRF,180863,5,42,2024-02,Hip-Hop/Rap
Freddy My Love - From “Grease”,22USWfpCu1nemGkxoWNY65,spotify:track:22USWfpCu1nemGkxoWNY65,Cindy Bullens,Grease (The Original Motion Picture Soundtrack),spotify:album:5n47Dui0H3pGpZSOxITmoq,0.77,0.342,1,-11.412,1,0.0343,0.713,0.0,0.141,0.698,115.278,spotify:track:22USWfpCu1nemGkxoWNY65,168533,3,40,1978-04,Not Found
Monfalcone,139UoQFvV4JuEelwLnjQgh,spotify:track:139UoQFvV4JuEelwLnjQgh,Domizio Ada,Monfalcone,spotify:album:5Wg1kQWDl2HitZ4HCewB5w,0.409,0.05,10,-33.803,1,0.0316,0.988,0.933,0.174,0.203,114.593,spotify:track:139UoQFvV4JuEelwLnjQgh,153591,4,49,2024-04,Alternative
Wang Dang Doodle,1cXc92MX9kFjMrrDsvdf9w,spotify:track:1cXc92MX9kFjMrrDsvdf9w,Koko Taylor,Koko Taylor,spotify:album:4kUcacQmakJzzQ0UppaBTy,0.648,0.544,1,-8.963,1,0.179,0.343,2.93e-06,0.087,0.619,153.063,spotify:track:1cXc92MX9kFjMrrDsvdf9w,182826,4,46,1987-01,Blues
Waterloo,0KGOBUQSvFzufIGbQabIxr,spotify:track:0KGOBUQSvFzufIGbQabIxr,Hugh Skinner,Mamma Mia! Here We Go Again (Original Motion Picture Soundtrack),spotify:album:14hC5eBiPUxdPa90eCzwrR,0.645,0.855,2,-5.63,1,0.0356,0.0906,0.0,0.114,0.649,147.007,spotify:track:0KGOBUQSvFzufIGbQabIxr,168800,4,49,2018-07,Soundtrack
Jackin' For Beats,2I7lgP1f5p5cKH7aNHtEEx,spotify:track:2I7lgP1f5p5cKH7aNHtEEx,Ice Cube,Kill At Will,spotify:album:7oeFV70h2fDapspboicRP5,0.873,0.813,7,-9.189,1,0.395,0.0992,0.0,0.816,0.569,104.125,spotify:track:2I7lgP1f5p5cKH7aNHtEEx,177533,4,46,1990-07,Hip-Hop/Rap
Mi Tormenta (feat. DannyLux),5WasyJEmLNFleXCmju8NHp,spotify:track:5WasyJEmLNFleXCmju8NHp,The Black Keys,Ohio Players (Trophy Edition),spotify:album:4nL9a6F9au7kYG9KuswdNo,0.418,0.889,1,-2.177,0,0.15,0.0862,0.000432,0.121,0.699,83.957,spotify:track:5WasyJEmLNFleXCmju8NHp,202479,4,41,2024-11,Alternative
And I,1Jp9n1uHB72CfK31j4mEPh,spotify:track:1Jp9n1uHB72CfK31j4mEPh,Ciara,Goodies,spotify:album:71gUhKYZIWmmjqAHlY4Br3,0.691,0.389,6,-10.125,1,0.0653,0.255,0.0,0.0981,0.437,122.219,spotify:track:1Jp9n1uHB72CfK31j4mEPh,233840,4,49,2004-09,Hip-Hop/Rap
Loco,0DCxNJg7yquzAHORClrP3e,spotify:track:0DCxNJg7yquzAHORClrP3e,Yung Felix,Loco,spotify:album:3TYV8l6W1YPcz1nUEp0voW,0.903,0.622,0,-5.451,0,0.0905,0.0409,0.000136,0.36,0.438,107.977,spotify:track:0DCxNJg7yquzAHORClrP3e,163958,4,47,2018-03,Hip-Hop
If I Were Sorry,6oDkCmfVcSd9NXAKk1b4Ll,spotify:track:6oDkCmfVcSd9NXAKk1b4Ll,Frans,If I Were Sorry,spotify:album:7e5vrZ4iPy74CmBgbIpQKX,0.735,0.612,5,-6.774,1,0.0517,0.289,4.12e-05,0.103,0.395,105.056,spotify:track:6oDkCmfVcSd9NXAKk1b4Ll,184060,4,46,2016-02,Pop
Wieder alles im Griff - Version 2017,2Y1Pxoh5bsX79n8iNwBJDd,spotify:track:2Y1Pxoh5bsX79n8iNwBJDd,Jürgen Drews,Drews feat. Drews (Die ultimativen Hits),spotify:album:2a9ZATeArhRQx0WQMwUww5,0.705,0.948,11,-4.23,1,0.08,0.0112,0.0,0.456,0.961,128.404,spotify:track:2Y1Pxoh5bsX79n8iNwBJDd,218106,4,41,2017-10,German Pop
大人國,0acD0EP6TtrvhevpY6gqcl,spotify:track:0acD0EP6TtrvhevpY6gqcl,Apple 凌雪怡,大人國,spotify:album:1VQgHauEpOLjkB0ZX1maWb,0.646,0.578,1,-6.203,1,0.0457,0.814,0.0,0.153,0.257,135.594,spotify:track:0acD0EP6TtrvhevpY6gqcl,209117,4,41,2024-09,Cantopop/HK-Pop
Out On Bail,1ylymaTbSjggG7TaItdRkI,spotify:track:1ylymaTbSjggG7TaItdRkI,YG,Out On Bail,spotify:album:5zJWl86o0Xf0KdSw2OYi63,0.734,0.563,0,-6.464,1,0.314,0.0182,0.0,0.0981,0.371,203.905,spotify:track:1ylymaTbSjggG7TaItdRkI,151029,4,42,2020-09,Hip-Hop/Rap
Gorilla Monsoon,6uJyY7qVPXe4QmWhRbGrhY,spotify:track:6uJyY7qVPXe4QmWhRbGrhY,Westside Gunn,WestSide Doom,spotify:album:5e5cknp3bzTKhNy6rvpaPP,0.621,0.792,5,-5.614,0,0.213,0.0144,3.93e-05,0.364,0.529,142.157,spotify:track:6uJyY7qVPXe4QmWhRbGrhY,244000,4,40,2017-10,Hip-Hop/Rap
In My Mind,15PYTDAl3YJwWEgXBvARA8,spotify:track:15PYTDAl3YJwWEgXBvARA8,Amanda Palmer,Amanda Palmer Goes Down Under,spotify:album:2ET3iZUBfIkNhjnUreJ3sV,0.559,0.393,7,-6.172,1,0.0299,0.868,0.0,0.116,0.458,66.828,spotify:track:15PYTDAl3YJwWEgXBvARA8,253506,4,43,2011-01,Alternative
Revolution,1e8g8Zypak1hTK8l12olYd,spotify:track:1e8g8Zypak1hTK8l12olYd,Diplo,Revolution,spotify:album:1LfYvibIWM1oqBIzO7XY3c,0.634,0.724,5,-5.842,0,0.0546,0.00499,0.000193,0.0732,0.309,148.024,spotify:track:1e8g8Zypak1hTK8l12olYd,263716,4,44,2013-10,Dance
Summer in the City,1iL3mf4SA0iemXFHN4GVXy,spotify:track:1iL3mf4SA0iemXFHN4GVXy,Joe Cocker,Have a Little Faith,spotify:album:7HC7NPIgMLID8QfgJDkSfT,0.627,0.757,11,-8.364,0,0.0288,0.243,0.000113,0.141,0.661,88.549,spotify:track:1iL3mf4SA0iemXFHN4GVXy,235066,4,47,1994-09,Reggae
Bridge Back to Me - Acoustic,7hCgoPQ1R2A1vUYNPeqBzJ,spotify:track:7hCgoPQ1R2A1vUYNPeqBzJ,Alex Nicol,Bridge Back to Me (Acoustic),spotify:album:0TVdCyrVFP1Iyu8n7od5u4,0.797,0.198,6,-10.196,1,0.0384,0.927,0.0107,0.114,0.433,110.917,spotify:track:7hCgoPQ1R2A1vUYNPeqBzJ,166506,4,40,2024-05,Alternative Folk
Liar Liar,7c0tqRk43Y0QXTOYZ5lnkA,spotify:track:7c0tqRk43Y0QXTOYZ5lnkA,Cris Cab,Where I Belong,spotify:album:2drxntzHlsigavFiTWYRvF,0.863,0.581,2,-7.851,0,0.033,0.00706,0.00775,0.11,0.785,107.024,spotify:track:7c0tqRk43Y0QXTOYZ5lnkA,213818,4,49,2014-09,Pop
Kid Again On Christmas,6xOZ67H31FwSejzrGnHPEB,spotify:track:6xOZ67H31FwSejzrGnHPEB,Tori Kelly,A Tori Kelly Christmas (Deluxe),spotify:album:5rUtKnfNHc77VrCwCjLA9K,0.527,0.201,8,-9.776,1,0.0319,0.85,1.19e-06,0.0846,0.315,76.061,spotify:track:6xOZ67H31FwSejzrGnHPEB,184291,4,42,2021-10,Holiday
"Nocturne No. 2 in C Minor, H.25",0r4MwV7YMWcQQdWgWIn9c9,spotify:track:0r4MwV7YMWcQQdWgWIn9c9,John Field,Field: Complete Nocturnes,spotify:album:0I3BvDSNoPQnI8Fsr60Cub,0.349,0.0644,0,-19.308,0,0.0379,0.993,0.924,0.0996,0.0458,79.832,spotify:track:0r4MwV7YMWcQQdWgWIn9c9,191853,4,43,2016-05,Classical
Angels (Don’t Always Have Wings),202BHy1VSuKCgz6whG3zhx,spotify:track:202BHy1VSuKCgz6whG3zhx,Thomas Rhett,20 Number Ones,spotify:album:3t9LIGVnRb9bGaZMwlApFB,0.516,0.598,1,-4.257,1,0.0297,0.062,0.00018,0.0911,0.232,66.01,spotify:track:202BHy1VSuKCgz6whG3zhx,200426,3,45,2023-09,Country
lone summer,7AtyfLx4psiJgCpHh7m6Ar,spotify:track:7AtyfLx4psiJgCpHh7m6Ar,slchld,lone summer,spotify:album:4SAy2EWqeLtkX2g4ty7ZCw,0.709,0.654,5,-6.65,1,0.106,0.126,0.0,0.102,0.445,97.032,spotify:track:7AtyfLx4psiJgCpHh7m6Ar,181949,4,43,2021-11,Pop
528 Hz Calming Waves,3ghDQnj7zUWudcVzpcxYpw,spotify:track:3ghDQnj7zUWudcVzpcxYpw,Seraphic Binaural Wisdom,528 Hz Calming Waves,spotify:album:4xd0mViHVsEtxQee10kcBT,0.189,0.0896,8,-28.285,1,0.0395,0.992,0.873,0.106,0.0386,72.579,spotify:track:3ghDQnj7zUWudcVzpcxYpw,151000,4,43,2024-04,Not Found
The Forest,5qUCFZ89gAvJlIj6zB5HUc,spotify:track:5qUCFZ89gAvJlIj6zB5HUc,Petit Biscuit,The Forest,spotify:album:4SB2U15zTzAzZ4oznEesWj,0.749,0.689,8,-7.301,1,0.147,0.408,0.551,0.117,0.116,130.032,spotify:track:5qUCFZ89gAvJlIj6zB5HUc,185909,4,48,2024-08,Electronic
Surveillance,29kTB4MswijKn2UOEqBQ8O,spotify:track:29kTB4MswijKn2UOEqBQ8O,George Ogilvie,Nowhere,spotify:album:09vmTSEvyaUyljpXSR1Wck,0.525,0.303,3,-9.063,0,0.0355,0.718,0.0,0.146,0.165,119.861,spotify:track:29kTB4MswijKn2UOEqBQ8O,252154,4,41,2018-07,Alternative
thursday drive,6k2ILrd00y3tAuV4fzGWJN,spotify:track:6k2ILrd00y3tAuV4fzGWJN,ford.,The Color of Nothing (Reprise),spotify:album:0BEmO9IoNIkhjJ2xNJClkE,0.494,0.663,8,-9.207,1,0.301,0.483,0.874,0.161,0.0672,82.277,spotify:track:6k2ILrd00y3tAuV4fzGWJN,192289,4,40,2021-05,Electronic
Sorrento Moon (I Remember),29PjjyolSTf3pWgPxEFYE2,spotify:track:29PjjyolSTf3pWgPxEFYE2,Tina Arena,Don't Ask,spotify:album:0NLEDUOmZQ4dvh0mIa7iQe,0.639,0.647,0,-9.056,1,0.0352,0.436,0.000149,0.0927,0.643,154.143,spotify:track:29PjjyolSTf3pWgPxEFYE2,293866,4,44,1994-04,Pop
Pink Lemonade,5nSDY75s6O6jA0K7J1EMYQ,spotify:track:5nSDY75s6O6jA0K7J1EMYQ,James Bay,Electric Light,spotify:album:08cprzGPjtLDvKMwtQh93R,0.474,0.922,1,-2.548,0,0.0468,9.26e-05,0.0196,0.748,0.699,152.013,spotify:track:5nSDY75s6O6jA0K7J1EMYQ,252906,4,45,2018-05,Alternative
Mädchen von Haithabu,5UkLsIclslNLvrHILCy5MT,spotify:track:5UkLsIclslNLvrHILCy5MT,Santiano,Haithabu - Im Auge des Sturms,spotify:album:0R0eCcwbLD7HLzMkOhYO2v,0.584,0.967,5,-3.446,0,0.034,0.0774,0.0,0.386,0.863,104.013,spotify:track:5UkLsIclslNLvrHILCy5MT,180600,4,48,2018-10,Dance
Kingdom,46SpOq8ojlVUBrgGnUzUlV,spotify:track:46SpOq8ojlVUBrgGnUzUlV,Maribou State,Kingdoms In Colour,spotify:album:70FGsJuLXPQHYdKmEZZFq9,0.682,0.716,5,-7.398,0,0.0398,0.698,0.846,0.117,0.799,109.002,spotify:track:46SpOq8ojlVUBrgGnUzUlV,250398,4,49,2018-09,Electronic
Exchange Gift,4u1888IzJCpDuN3mEBvz1M,spotify:track:4u1888IzJCpDuN3mEBvz1M,ALLMO$T,Exchange Gift,spotify:album:1Y7vqAiJTp83lwDjUzr7fU,0.713,0.505,9,-10.057,1,0.0457,0.491,0.0,0.0658,0.902,81.037,spotify:track:4u1888IzJCpDuN3mEBvz1M,343726,4,43,2019-12,Contemporary R&B
Nevermind,04uBbx5F711bR1BLdesgbj,spotify:track:04uBbx5F711bR1BLdesgbj,Coffee Cub,Nevermind,spotify:album:3jTPC9ORBZ7FfvD04FERAm,0.71,0.823,5,-6.084,0,0.0696,0.332,1.05e-05,0.38,0.0822,100.011,spotify:track:04uBbx5F711bR1BLdesgbj,155567,4,49,2024-05,House
Acclaimed Emotions,14ZFSU2mWXMdUogtj7wCDy,spotify:track:14ZFSU2mWXMdUogtj7wCDy,YoungBoy Never Broke Again,The Last Slimeto Sampler,spotify:album:3S8yHRsyel6ATHtZdwZyFq,0.627,0.502,8,-9.275,0,0.262,0.203,0.0,0.377,0.492,149.066,spotify:track:14ZFSU2mWXMdUogtj7wCDy,180454,4,42,2022-04,Hip-Hop/Rap
Days Pass By,0VXpnz5jbnBD1FWId6uXVn,spotify:track:0VXpnz5jbnBD1FWId6uXVn,KJ Spio,Days Pass By,spotify:album:3SNTjv4aCRRWMfZTNy8hYP,0.79,0.529,5,-6.854,0,0.0517,0.311,0.0268,0.111,0.382,107.983,spotify:track:0VXpnz5jbnBD1FWId6uXVn,146666,4,44,2024-10,Afrobeats
